acousticness,album,artist,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,playlist,popularity,speechiness,tempo,time_signature,track_id,track_name,valence
0.21,Believe,HarrySong,0.851,155000,0.672,0.0101,10,0.0766,-5.12,0,This Is Harrysong,6.0,0.0546,96.042,4,6gxxMV42QuEEXVYrDITgoQ,Believe,0.336
0.281,Comsa,Del B,0.83,220863,0.676,0.000133,11,0.0867,-10.03,0,This Is Harrysong,4.0,0.0374,106.989,4,2eeQLTcD6tp1NLseqqq2bJ,Comsa,0.826
0.127,Testify,HarrySong,0.703,208867,0.929,0.0,6,0.729,-3.727,1,This Is Harrysong,4.0,0.0436,115.023,4,0wtldbossteHLhosJGDduj,Opere,0.92
0.154,Kingmaker,HarrySong,0.486,157629,0.955,0.00198,0,0.196,-1.262,0,This Is Harrysong,3.0,0.145,123.369,4,2tv6EmZKDoEH660LE7Zo9x,Haam!,0.882
0.106,Knees & Toes,Dezign,0.766,208707,0.819,0.0,2,0.097,-4.875,1,This Is Harrysong,4.0,0.32,100.98,4,099tVl8jVb8tAerCPbA2h5,Knees & Toes,0.831
0.049,Panana,DJ Epic,0.834,231464,0.761,0.000453,5,0.0824,-8.221,1,This Is Harrysong,3.0,0.058,110.989,4,1UfaDlJiFj17TFwJo1qPoe,Panana,0.923
0.481,Testify,HarrySong,0.457,231853,0.778,0.0,11,0.0564,-2.214,1,This Is Harrysong,4.0,0.0891,83.211,3,2Q7xVCmMoujoaeiHfQ8Qc7,Testify,0.896
0.0675,Kingmaker,HarrySong,0.736,127733,0.759,0.000107,4,0.0866,-2.973,1,This Is Harrysong,4.0,0.19,91.514,3,3OrutdB5nBgoy5TAclZ4g5,Applause,0.973
0.824,Taiye Kehinde,HarrySong,0.292,329771,0.785,0.0,7,0.63,-6.689,1,This Is Harrysong,3.0,0.374,83.912,4,4g70TNbEdu994lhKKDXn6R,I'm In Love (Live at NMVA 2011),0.712
0.0661,Testify,HarrySong,0.602,224520,0.931,0.0,8,0.0926,-2.689,1,This Is Harrysong,2.0,0.278,87.844,4,3nZbUxlGpcTDh7BPqSEWKI,Is This Love,0.884
0.288,Alive,Bracket,0.843,201828,0.924,0,8,0.112,-2.91,0,This Is Bracket,67.0,0.285,127.039,4,5fobKrmWA5owgI5u8EcXSs,Mama Africa,0.78
0.0986,Shoe Size,Bracket,0.919,202060,0.699,0.000181,9,0.0688,-3.958,0,This Is Bracket,33.0,0.0762,122.005,4,3ONPxRGxu77lgfNLAEdil0,Shoe Size,0.802
0.65,Least Expected,Bracket,0.721,233507,0.848,0,10,0.357,-4.206,0,This Is Bracket,39.0,0.198,109.902,4,25Pe2RuuvtrFZDBj7EPAd2,No Time (feat. P Square),0.965
0.265,Just Like That,Bracket,0.781,185690,0.702,0,6,0.112,-5.002,0,This Is Bracket,26.0,0.283,106.201,4,1OLYuvYrFktfdQgpvWjUZl,Just Like That,0.832
0.243,Alive,Bracket,0.885,226859,0.808,0,8,0.0791,-3.758,0,This Is Bracket,29.0,0.345,126.98,4,2wcgbvqVTLL0scs5iJWEcz,Celebrate (feat. Timaya),0.812
0.0642,Least Expected,Bracket,0.822,245960,0.787,0,10,0.164,-5.58,0,This Is Bracket,39.0,0.078,119.965,4,1XQf8t2uVntq3GCpJlICpw,Maronumo,0.963
0.438,Cupid Stories,Bracket,0.71,196813,0.848,0.00819,1,0.108,-3.756,0,This Is Bracket,32.0,0.0697,104.842,4,5Sm0GNmEzCArVMwecGiVh3,Me & You,0.778
0.218,Remember (Yori Yori Remix),Bracket,0.427,240187,0.73,3.92e-06,8,0.147,-9.102,1,This Is Bracket,25.0,0.151,143.437,5,5nVFPqFrUjOtgP40K5FekX,Remember - Yori Yori Remix,0.952
0.597,Alive,Bracket,0.748,210141,0.89,9.88e-06,7,0.0613,-1.918,1,This Is Bracket,30.0,0.0379,111.951,4,52hOHfNiEkAMWzAZvf2XKE,Iyeri,0.964
0.513,Least Expected,Bracket,0.633,265773,0.765,0.000322,7,0.124,-6.685,1,This Is Bracket,24.0,0.0984,108.782,4,4blT3pZQYAzGn1MG5YB9MJ,Ada Owerri (feat. J Martins),0.914
0.286,Cupid Stories,Bracket,0.734,226508,0.882,0.0357,1,0.0795,-4.107,1,This Is Bracket,31.0,0.0356,110.045,4,41snxLR7245w9A3UvE1jCo,Beautiful Baby (feat. Flavour),0.777
0.0215,Chinelo,Bracket,0.856,203494,0.695,0,5,0.0776,-3.56,1,This Is Bracket,25.0,0.0982,105.056,4,5eq7T4r3LdDIQZDKuaclBS,Chinelo,0.963
0.15,Alive,Bracket,0.873,210559,0.898,0,0,0.0342,-3.105,1,This Is Bracket,27.0,0.22,121.987,4,5KifinhrxfW4WqS8lXgohA,Ego,0.966
0.353,Least Expected,Bracket,0.656,272173,0.831,0,10,0.071,-1.432,0,This Is Bracket,20.0,0.308,169.916,4,4UFSf0BBbqidbu9SNO8RXG,Gossip,0.847
0.281,Cupid Stories,Bracket,0.407,204547,0.84,0.00011,8,0.0705,-3.823,0,This Is Bracket,26.0,0.0775,86.658,5,2IicdWbNIHZ67uXbfB0ACt,Muah Muah,0.804
0.417,Malo,Bracket,0.93,205172,0.723,0,5,0.0684,-5.942,1,This Is Bracket,19.0,0.128,105.009,4,5YmAtSAUT3SntLUKZQUDRd,Malo,0.949
0.731,Alive,Bracket,0.792,214181,0.95,0.000616,8,0.129,-1.218,0,This Is Bracket,24.0,0.0648,114.084,4,7ij7CEIZUovjn0974uae2b,Nana,0.919
0.178,Least Expected,Bracket,0.682,295600,0.852,5.39e-06,8,0.113,-4.747,0,This Is Bracket,20.0,0.035,109.995,4,2hQTmUQ3fkEx6g2VxguN14,Do as I Do,0.759
0.535,Cupid Stories,Bracket,0.5,250493,0.831,1.09e-05,6,0.136,-4.133,0,This Is Bracket,21.0,0.149,98.066,4,1hihRPPMFLFBsMjRujMwys,Desire,0.903
0.0128,Ebenebe,Bracket,0.672,204800,0.843,1.52e-06,0,0.0878,-4.208,1,This Is Bracket,21.0,0.142,97.067,4,0FeJwYV4f6IWT89yE0NFmE,Ebenebe,0.643
0.0313,Agogo,Bracket,0.696,240771,0.911,5.87e-05,5,0.0953,-4.809,1,This Is Bracket,18.0,0.0626,91.339,3,0aLX8ls6TcgRA8oG3yC5N7,Agogo,0.962
0.178,Nigeria Club,Various Artists,0.51,239947,0.677,4.35e-06,6,0.105,-11.355,0,This Is Bracket,22.0,0.339,76.106,5,6MBZHOilZfNn5cVNRYXjVT,Jupa Original,0.859
0.405,Cupid Stories,Bracket,0.734,252347,0.853,0.12,6,0.118,-3.93,1,This Is Bracket,20.0,0.0589,120.052,4,50Oz6yW2d9uejTNW8l9rYX,Looking at You,0.937
0.22,Sokkor,J.Fem,0.773,203886,0.96,3.5e-06,7,0.328,-2.241,1,This Is Bracket,12.0,0.187,126.033,4,7oln7Tsqpu03WJrpXSSGCa,Sokkor,0.968
0.0062,So Mi So,Wande Coal,0.754,245182,0.524,0.000141,2,0.268,-13.453,1,This Is Wande Coal,54.0,0.0481,105.062,4,2KG2MggKHSVTKR8nLJX8DV,So Mi So,0.4
0.113,Wanted,Wande Coal,0.811,209091,0.925,0,11,0.101,-2.359,0,This Is Wande Coal,42.0,0.0741,132.005,4,2f01lzvK7sbH4Rj0IbXHsH,Baby Hello,0.932
0.00768,Naughty Girl,Wande Coal,0.825,165473,0.846,0.146,9,0.256,-6.44,0,This Is Wande Coal,45.0,0.0559,127.969,4,4v5tGU4iRmYXxcEYAtA37H,Naughty Girl,0.843
0.202,Wanted,Wande Coal,0.766,182812,0.7,0,6,0.126,-4.427,1,This Is Wande Coal,36.0,0.119,128.049,4,1GWezEvD89uBBSaeOWYSU6,Kpono,0.92
0.268,Thankful,Flavour,0.695,225176,0.918,0,2,0.313,-3.626,0,This Is Wande Coal,36.0,0.13,125.992,4,4pircSl17uqVwY47mNkdAo,Wake Up,0.971
0.322,Ballerz,Wande Coal,0.857,191150,0.736,7.39e-06,4,0.0672,-5.58,0,This Is Wande Coal,31.0,0.0441,112.986,4,1ZGJ9L7rk4GQflvBjlECjN,Ballerz,0.962
0.0396,Ode Lo Like,Wande Coal,0.793,201334,0.891,0.0124,1,0.0621,-4.091,0,This Is Wande Coal,38.0,0.0562,111.021,4,7hv1M2GyRtN7VXkv6FVwMA,Ode Lo Like,0.962
0.48,Zamo Zamo (feat. Wande Coal),Phyno,0.91,255739,0.71,0.000339,2,0.0563,-2.363,0,This Is Wande Coal,31.0,0.0473,107.016,4,1JzmgQeVkB9Z3xKbNDmw0C,Zamo Zamo,0.94
0.0438,Best Of Wande Coal,Wande Coal,0.521,244926,0.782,0,8,0.113,-4.273,1,This Is Wande Coal,29.0,0.227,195.881,4,3lV5Sav4AG37ofakCnDlmM,Amorawa,0.637
0.633,Wanted,Wande Coal,0.412,296327,0.559,0,1,0.104,-5.979,1,This Is Wande Coal,25.0,0.098,136.665,3,0dPFPewMf8shY7AknCmV1F,Superwoman,0.448
0.352,Oh No No,Wande Coal,0.787,198053,0.681,0,7,0.361,-7.429,0,This Is Wande Coal,24.0,0.0429,103.077,4,4bjWpHDyAcDcjsqIlhRsa5,Oh No No,0.768
0.258,Ashimapeyin,Wande Coal,0.456,228000,0.933,0.0159,11,0.174,-4.399,0,This Is Wande Coal,22.0,0.0499,122.94,4,1IXQo6oS0BVzoRMerrcvk8,Ashimapeyin,0.687
0.191,Best Of Wande Coal,Wande Coal,0.813,185053,0.619,0,4,0.124,-9.777,0,This Is Wande Coal,27.0,0.136,95.452,4,482VVFsnk7KYq9UJivuTLA,Who Born The Maga,0.353
0.139,Tupac,P. Montana,0.856,170609,0.709,0.000794,4,0.49,-5.692,0,This Is Wande Coal,32.0,0.0405,115.001,4,5cHZ61QH5A2rZ38OV7OfBI,Tupac,0.799
0.0763,Tip Of The Iceberg: Episode 1,9ice,0.779,220493,0.658,0,7,0.0661,-5.098,0,This Is Wande Coal,23.0,0.0739,107.027,4,42EFHlmuktwS3IZFunk7Y9,Sobo (feat. Wande Coal),0.684
0.129,Aye Dun,Wande Coal,0.524,228013,0.886,0,0,0.365,-2.709,1,This Is Wande Coal,20.0,0.0869,163.733,5,5mMH6pmeOZGfLmTTzk8rbj,Aye Dun,0.388
0.148,Best Of Wande Coal,Wande Coal,0.771,225933,0.735,0,5,0.288,-9.162,0,This Is Wande Coal,28.0,0.116,119.983,4,07ANhZt44fsOCbHYq3MYPc,Bumper To Bumper,0.385
0.0656,King Don Come,D'banj,0.765,286947,0.747,0,8,0.107,-4.459,0,This Is Wande Coal,31.0,0.16,138.037,4,7wH7iAWU0J47uHeVw8o7Nl,EL CHAPO,0.352
0.0156,Vex,Wande Coal,0.898,210701,0.719,0.0244,0,0.108,-4.449,1,This Is Wande Coal,29.0,0.14,122.01,4,0KAVFtp2jzfoDc9UYGJRHx,Vex,0.606
0.031,Wanted,Wande Coal,0.698,199200,0.781,0,0,0.0918,-5.111,0,This Is Wande Coal,19.0,0.0339,100.001,4,0Cw76VnFKQnfXplKKHrvUP,We Ball,0.802
0.39,On a Spaceship,Burna Boy,0.901,223413,0.758,0.000484,5,0.165,-4.209,0,This Is Wande Coal,19.0,0.0404,115.944,4,1wsWPqvz0Yc4YhyMdEHJcB,On a Very Good Day (feat. Wande Coal),0.706
0.0737,Tofunmi,TDM,0.74,184831,0.826,0.0275,7,0.0973,-3.672,0,This Is Wande Coal,30.0,0.0622,99.997,4,6eT1LzUPyxT8r951DzTTl5,Tofunmi,0.576
0.368,The Never Say Never Guy,Skales,0.763,250880,0.799,0,8,0.0666,-4.328,1,This Is Wande Coal,18.0,0.0718,90.921,4,58KYhckwPVsXCmAomDb0U1,Make Love in the Morning,0.892
0.424,U Know My P,Naeto C,0.364,255787,0.826,0,7,0.157,-5.753,0,This Is Wande Coal,14.0,0.555,193.923,4,3wfjcrpCcZQCBIpV6zkOTX,One 4 Me,0.773
0.399,Will You Be Mine,Wande Coal,0.809,225227,0.573,0,7,0.184,-5.197,0,This Is Wande Coal,18.0,0.0868,130.028,4,6kHniJjlqdEKswEv12q278,Will You Be Mine,0.325
0.0602,Sho Ja (feat. Larry Gaaga & Base One),Wande Coal,0.898,232490,0.952,0.00126,9,0.322,-2.38,0,This Is Wande Coal,16.0,0.237,117.948,4,3cmdYcDmNIkDvgY3DazrKP,Sho Ja (feat. Larry Gaaga & Base One),0.902
0.416,Solar Plexus,Various Artists,0.671,259720,0.952,8.91e-06,2,0.394,-3.49,1,This Is Wande Coal,13.0,0.117,130.989,4,41R0zrtdpktypIEzZO4bRl,Forever,0.435
0.594,Kilofeshe,JP,0.62,227239,0.873,0.43,1,0.113,-1.507,0,This Is Wande Coal,20.0,0.0618,202.041,4,3SFl9FvN5U2eGk5AW4QHZW,Kilofeshe,0.967
0.241,Solar Plexus,Various Artists,0.586,207307,0.87,0,7,0.0945,-2.845,1,This Is Wande Coal,13.0,0.263,86.565,5,5zGv4qssjnzWhidgjtFZLE,See Me Ri,0.712
0.084,Footprints,Duncan Mighty,0.795,213603,0.767,1.41e-06,4,0.35,-10.019,0,This Is Wande Coal,13.0,0.0483,122.038,4,73KxL81uzOUHgTbAKNfw4O,Duncan Mighty - Remix,0.965
0.0309,Million Pound Girl (Badder Than Bad),Fuse ODG,0.758,180480,0.757,0.000267,7,0.0439,-3.086,0,This Is Wande Coal,15.0,0.0685,124.993,4,1xzQ8pG1jJQUNvShfo6q1M,Come Closer - Edit,0.904
0.361,Songs About U,Banky W.,0.688,283404,0.439,0.0,6,0.073,-8.161,0,This Is Banky W.,39.0,0.0374,93.035,4,6ChXF2i6hIcIcNtTaWQMaW,Heaven (Susu's Song),0.434
0.00755,The W Experience,Banky W.,0.581,301720,0.844,0.00307,11,0.136,-2.557,1,This Is Banky W.,27.0,0.0971,129.925,4,32VInflzET5Vi1mK7bTpvm,Strong Ting,0.722
0.0464,Blessing Me,Banky W.,0.496,233901,0.853,0.0,1,0.222,-3.698,1,This Is Banky W.,28.0,0.168,92.317,4,6MEO0aTNekOgqTgeOjZpQ2,Blessing Me,0.88
0.127,Songs About U,Banky W.,0.47,220344,0.91,0.000862,0,0.117,-4.508,1,This Is Banky W.,33.0,0.0554,114.024,4,0oHrYLMTnsJhJRm0Z77ITM,All I Want Is U,0.886
0.391,R & BW,Banky W.,0.736,238734,0.897,4.07e-06,1,0.0826,-4.304,1,This Is Banky W.,24.0,0.0877,114.954,4,3CYKnzMe3m1DXflWxDyf3o,"Be My Lover (Yes/No, Pt. 2) [feat. Niyola]",0.919
0.0253,Gidi Love,Banky W.,0.558,190669,0.612,0.000141,1,0.425,-6.329,1,This Is Banky W.,22.0,0.119,142.35,5,1bvl0K9kxnWNPf5Vi1T1Gc,Gidi Love,0.556
0.0962,Songs About U,Banky W.,0.53,249157,0.819,0.0,3,0.0556,-3.249,1,This Is Banky W.,27.0,0.186,82.087,4,4gzMP5FVwsbbfUYL6SRa1P,Made for U,0.849
0.0221,Applaudise,Iyanya,0.614,192122,0.804,0.0,1,0.324,-5.852,0,This Is Banky W.,33.0,0.194,126.896,5,4djw0OWVlfavbfSJo8ZqKZ,Baby Daddy,0.925
0.259,Kololo,Banky W.,0.768,232543,0.701,0.000385,5,0.121,-3.728,0,This Is Banky W.,24.0,0.0543,121.026,4,4J6ea76bYvLwafB4huILkH,Kololo,0.35
0.0852,Songs About U,Banky W.,0.657,295159,0.659,0.0,11,0.0746,-7.346,0,This Is Banky W.,25.0,0.0507,89.93,4,3F6t2illfxx5tBPv2rfoI2,Love U Baby,0.196
0.335,The W Experience,Banky W.,0.658,366173,0.916,0.0,1,0.0639,-1.543,1,This Is Banky W.,22.0,0.293,159.967,4,5qoiIKpBd4MJ9kNqt9pmvv,"Lagos Party Remix (feat. Naeto C, D'Banj, 9ice, eLDee & Muna)",0.849
0.513,R & BW,Banky W.,0.655,257203,0.715,1.36e-05,11,0.276,-8.553,1,This Is Banky W.,20.0,0.141,159.951,4,6UcFUOjVuIepMDly30JTH9,Low Key,0.971
0.164,Back in the Buildin',Banky W.,0.525,261720,0.578,0.0,5,0.267,-6.35,1,This Is Banky W.,30.0,0.0276,60.002,4,7bt7dGPT9B2IQkf8NcSJmc,My Regret,0.593
0.223,Songs About U,Banky W.,0.617,259031,0.696,0.0,8,0.0663,-6.412,1,This Is Banky W.,21.0,0.142,159.925,4,23FimRWupg7kGPZcOPLs5k,Whatchu Doing Tonight,0.622
0.187,The W Experience,Banky W.,0.668,245427,0.876,0.0,11,0.155,-3.228,1,This Is Banky W.,21.0,0.185,84.018,4,5djaSpcZK3RpOrTqqQPEnL,Omoge You Too Much (feat. Wizkid),0.628
0.287,R & BW,Banky W.,0.439,274914,0.758,0.0,5,0.11,-7.626,0,This Is Banky W.,18.0,0.365,89.963,4,6DmFrvDR4UI9PpjCBeZdG7,To My Unborn Child (feat. Lynxx),0.306
0.0131,Songs About U,Banky W.,0.645,263570,0.576,0.000341,8,0.0723,-9.416,1,This Is Banky W.,19.0,0.139,123.919,3,7KgXDmLzl64ODvuRp2LisV,Running After U,0.535
0.0296,The W Experience,Banky W.,0.656,281400,0.895,1.53e-06,1,0.274,-4.193,1,This Is Banky W.,19.0,0.111,159.971,4,1y0H7qZuo5iqFiyQ1MBA7m,Lagos Party,0.812
0.483,R & BW,Banky W.,0.362,211227,0.704,0.0,10,0.0519,-8.04,0,This Is Banky W.,18.0,0.183,66.842,3,3iIyTDqOmBn6iqxSiD8ZZs,Good Good Loving,0.872
0.254,Mi Re Do (Cocoloso) [feat. Stonebwoy & Shaydee],Banky W.,0.471,277630,0.845,0.0,10,0.142,-2.752,0,This Is Banky W.,15.0,0.135,106.884,5,4oHdB5xTT4pLIJQH15apvK,Mi Re Do (Cocoloso) [feat. Shaydee & Stonebwoy],0.674
0.0553,Mr. Capable,Banky W.,0.57,244653,0.828,1.87e-06,1,0.193,-5.807,1,This Is Banky W.,21.0,0.0566,87.928,4,2BpB3IIYD4Y4hlwJ75nh8e,Till My Dying Day (feat. Tynie),0.618
0.0951,The W Experience,Banky W.,0.393,306453,0.666,1.08e-05,1,0.146,-5.823,1,This Is Banky W.,17.0,0.0473,90.014,4,3LqtHcOo8KoTjBn7jFL5nx,Feeling It (feat. M.I.),0.668
0.161,High Notes,Banky W.,0.659,242835,0.658,0.0,2,0.0628,-5.816,0,This Is Banky W.,15.0,0.111,130.002,4,5WE4BtO47jpypS5tpWXiGU,High Notes,0.434
0.0539,Mr. Capable,Banky W.,0.532,264213,0.691,0.0,10,0.0401,-4.828,0,This Is Banky W.,13.0,0.0541,173.993,4,5s4OfRCR1gmTUr98snjTyz,Capable,0.739
0.629,Versus,9ice,0.51,267050,0.706,4.46e-06,9,0.455,-6.803,0,This Is Banky W.,15.0,0.107,76.949,4,7dtAnNaO0qxxCSwlg5h6nQ,Tempo (feat. Banky W),0.574
0.0163,The W Experience,Banky W.,0.553,268213,0.822,0.0,9,0.117,-3.001,0,This Is Banky W.,12.0,0.187,87.853,4,30mkgOSAXoJcA0RW6nUE4a,Thief My Kele (feat. Oladele & Waje),0.519
0.362,Nobody's Business (feat. Banky W.),Skales,0.567,207667,0.754,0.0,11,0.384,-5.083,1,This Is Banky W.,10.0,0.231,143.865,3,5qBUlnl8baVbjNY2Y41uVy,Nobody's Business (feat. Banky W.),0.87
0.292,Cupid Stories,Bracket,0.795,206707,0.94,0.0,10,0.0707,-5.441,0,This Is Banky W.,13.0,0.12,119.945,4,3zFlGdw1EUkGUfVfQTv3nW,Champion (feat. Banky W),0.923
0.447,Onyeuwaoma,Nikki Laoye,0.735,255896,0.593,0.00944,1,0.305,-7.292,1,This Is Banky W.,11.0,0.0547,94.992,4,4cIE5Ss1CVoUi2VkWiZMzj,Onyeuwaoma,0.965
0.0958,Back in the Buildin',Banky W.,0.654,250773,0.467,0.0,10,0.342,-11.557,0,This Is Banky W.,10.0,0.0428,116.031,4,52DtIHHm8TOb5A5FrWz315,Don't Wanna,0.653
0.155,Mr. Capable,Banky W.,0.595,257747,0.481,0.0,5,0.508,-8.79,1,This Is Banky W.,8.0,0.0303,119.738,4,4L645sRpcWS5phglYoxsrC,Heartbreaker,0.588
0.652,Blackmagic (Version 2.0),Blackmagic,0.668,214073,0.786,0.0,0,0.19,-5.854,0,This Is Banky W.,9.0,0.343,100.18,4,72LYYJKxbkzt0fRfrw1qLU,Body (feat. Banky W),0.913
0.0802,Oga Boss,Illbliss,0.735,261068,0.813,0.000158,6,0.124,-6.21,1,This Is Banky W.,8.0,0.128,111.954,4,0uXISKlsukyqkW7w9un2hd,My Heart Beats,0.876
0.298,Back in the Buildin',Banky W.,0.383,186613,0.583,0.108,0,0.354,-10.808,1,This Is Banky W.,7.0,0.0491,95.961,4,29qJpYQ8vUWspzTfG5CeGX,Intro + Instrumental,0.539
0.0341,Mr. Capable,Banky W.,0.704,302240,0.661,0.0,11,0.0742,-8.494,0,This Is Banky W.,7.0,0.0399,119.968,4,5YZu8fWqWPNmQTqnYRU3Ex,Could Have Been,0.438
0.0632,Back in the Buildin',Banky W.,0.693,276027,0.366,0.0,4,0.0959,-14.294,0,This Is Banky W.,8.0,0.0372,119.985,4,4vjVGrjV2vClrGUKr6AVdp,I Adore U,0.447
0.0124,Mr. Capable,Banky W.,0.74,283120,0.649,1.12e-05,7,0.0847,-7.445,1,This Is Banky W.,7.0,0.0363,119.949,4,4dLXtRh6iIYDlek2a9D2LF,Know Your Name,0.11
0.00495,Mr. Capable,Banky W.,0.723,248000,0.842,0.0,2,0.336,-5.138,0,This Is Banky W.,8.0,0.0383,103.043,4,73uJd7hcpWJZcqnklYpJ5h,Work You Out (feat. Sauce Kid),0.467
0.147,Somebody Falling,Maleek Berry,0.803,192941,0.806,0.000363,4,0.152,-3.856,0,This Is Maleek Berry,54.0,0.0551,101.981,4,6l1fIwasYg6M704tLyAia4,Somebody Falling,0.824
0.111,Doing U,Maleek Berry,0.523,208000,0.839,7.44e-06,9,0.0488,-0.737,1,This Is Maleek Berry,52.0,0.0668,100.283,4,3TS6WSoEzfaONkGrZH1KKb,Doing U,0.78
0.564,First Daze Of Winter,Maleek Berry,0.734,197778,0.693,2.55e-05,6,0.407,-5.625,0,This Is Maleek Berry,50.0,0.0399,107.933,4,6Q00t1XCsGCxEwJAblW3EU,Sisi Maria,0.844
0.0308,Love U Long Time,Maleek Berry,0.651,223997,0.644,0.0,4,0.0794,-6.146,1,This Is Maleek Berry,48.0,0.11,103.945,4,09BqFZVg58GJMT7sWWLzx1,Love U Long Time,0.86
0.187,Gimme Life,Maleek Berry,0.704,214000,0.81,0.0,1,0.0834,-4.962,1,This Is Maleek Berry,47.0,0.104,108.772,4,0OghN4HSbKG5meJfLg3Yp2,Gimme Life,0.76
0.491,Last Daze Of Summer,Maleek Berry,0.73,185143,0.694,4.39e-05,6,0.15,-4.736,1,This Is Maleek Berry,48.0,0.273,104.747,4,5MTCrEC0MEeT7BtiCFF96e,Let Me Know,0.648
0.16,Diaspora,GoldLink,0.748,177707,0.937,0.0122,6,0.127,-5.506,0,This Is Maleek Berry,59.0,0.173,126.042,4,2YRDTr0reanrGZOTsWXdek,Zulu Screams (feat. Maleek Berry & Bibi Bourelly),0.683
0.0471,Hey Mama,Geko,0.703,231168,0.885,0.0,0,0.108,-3.712,1,This Is Maleek Berry,51.0,0.145,106.884,4,77vC5gu81gOMLHgLA0YPAd,Hey Mama,0.913
0.53,Last Daze Of Summer,Maleek Berry,0.512,204000,0.703,1.27e-06,7,0.126,-5.2,1,This Is Maleek Berry,46.0,0.0785,128.952,5,2ntGxH1HtbPkpNIDgef1Jp,Nuh Let Go,0.699
0.442,Side Tape,RAYE,0.635,170667,0.785,0.0,8,0.0935,-4.421,0,This Is Maleek Berry,53.0,0.25,102.742,4,5nhG9nkIXaPA89Yd9BLOZU,Confidence,0.809
0.222,Take Not3s II,Not3s,0.555,188360,0.6,0.0,9,0.17,-5.99,0,This Is Maleek Berry,53.0,0.204,207.985,4,3zHvNZPykFJF9ZsExlHHyt,Sit Back Down (feat. Maleek Berry),0.811
0.168,Last Daze Of Summer,Maleek Berry,0.413,196800,0.721,0.0,0,0.358,-5.906,0,This Is Maleek Berry,45.0,0.127,98.529,4,2XW0n3POGQ9D2no2dBZgRO,Flexin,0.431
0.0955,First Daze Of Winter,Maleek Berry,0.879,181682,0.589,8.87e-05,4,0.0731,-6.126,1,This Is Maleek Berry,41.0,0.0574,106.963,4,1ejzR0TV4mhUMqGHvbC5W8,Own It,0.872
0.0457,Jongen Van De Straat,Lil Kleine,0.862,185444,0.677,0.0,6,0.0801,-8.045,0,This Is Maleek Berry,55.0,0.0986,110.026,4,38azWEI3YCdLU4HkiESps7,Ogen,0.897
0.227,Last Daze Of Summer,Maleek Berry,0.771,196800,0.745,0.000227,6,0.0808,-5.549,0,This Is Maleek Berry,43.0,0.0569,100.018,4,6WNzBWGEGGNVQcSiAuWYdi,Lost In The World,0.607
0.166,First Daze Of Winter,Maleek Berry,0.881,189474,0.541,7.24e-06,0,0.0681,-6.262,1,This Is Maleek Berry,40.0,0.0496,113.971,4,7F4g5mX6Rw2JfHL1TgmVqQ,Pulling Me Back,0.687
0.134,Corner (feat. Maleek Berry),Yxng Bane,0.566,232871,0.675,0.0,4,0.185,-5.758,0,This Is Maleek Berry,43.0,0.282,67.335,5,2eS9zqPQgYWs9mvYX7SXKH,Corner (feat. Maleek Berry),0.352
0.266,"Life is Eazi, Vol. 2 - Lagos To London",Mr Eazi,0.879,178107,0.756,0.0,6,0.186,-4.503,1,This Is Maleek Berry,43.0,0.0533,105.175,4,6xe6BocwJcN1MIipYaHdkV,Dabebi,0.931
0.00942,LionHeart,Geko,0.642,240080,0.892,1.36e-06,11,0.0744,-3.718,0,This Is Maleek Berry,40.0,0.0595,107.0,4,0xNbSPzZGrGZ6EqiT1R4Yj,"Right Here (feat. Mr Eazi, Maleek Berry & Eugy)",0.913
0.109,For My People (feat. Sneakbo),Maleek Berry,0.725,244615,0.756,0.0,8,0.13,-6.663,1,This Is Maleek Berry,36.0,0.0416,104.0,4,3Jzh4ohYd65D3y9onpuH2x,For My People (feat. Sneakbo),0.594
0.0193,Turn Me On,Mut4y,0.521,192052,0.625,0.03,9,0.105,-6.468,0,This Is Maleek Berry,45.0,0.107,142.463,5,4OMXpQgHxdoYeE6EtBJRUD,Turn Me On,0.839
0.201,Baby (feat. Kid Ink),Yogi,0.818,207208,0.858,0.0,11,0.272,-3.939,0,This Is Maleek Berry,44.0,0.0833,105.964,4,2mDHgPZQDneWgRLhma72CD,Baby (feat. Kid Ink),0.774
0.612,Love You (feat. Wizkid),Maleek Berry,0.788,194182,0.878,0.00596,6,0.0689,-4.527,1,This Is Maleek Berry,33.0,0.0495,109.984,4,6JfcJW0cWTpqXVJmPIVTyE,Love You (feat. Wizkid),0.428
0.186,Boomerang,Jidenna,0.54,275440,0.659,0.0,5,0.148,-4.708,1,This Is Maleek Berry,39.0,0.0417,104.966,4,0jFGFUFKNuTTRE2j2gSI8Y,"Bambi Too (feat. Maleek Berry, Quavo & Sarkodie)",0.087
0.353,New Bounce (feat. Wizkid & Phenom),Maleek Berry,0.745,243179,0.713,0.0,8,0.116,-5.96,0,This Is Maleek Berry,29.0,0.306,75.459,4,1oimGcqI8suznUIRTQYQHR,New Bounce (feat. Wizkid & Phenom),0.885
0.457,Feel Me (feat. Wizkid),Maleek Berry,0.433,212400,0.676,0.0,9,0.589,-6.903,0,This Is Maleek Berry,30.0,0.28,99.987,4,2KNboIOxbEpCYXUoyYMR1P,Feel Me (feat. Wizkid),0.658
